Name_of_Space_Object,International_Designator,National_Designator_s1,Launch_Date,Launching_State,Launch_Site,Launch_Vehicle,Basic_Perigee,Basic_Apogee,Basic_Inclination,Current_Function,Status
,2025-032Q,,2025-02-15,,,,,,,,in orbit
,2025-032M,,2025-02-15,,,,,,,,in orbit
,2025-032P,,2025-02-15,,,,,,,,in orbit
,2025-032T,,2025-02-15,,,,,,,,in orbit
,2025-032F,,2025-02-15,,,,,,,,in orbit
,2025-032S,,2025-02-15,,,,,,,,in orbit
,2025-032U,,2025-02-15,,,,,,,,in orbit
,2025-032V,,2025-02-15,,,,,,,,in orbit
,2025-032W,,2025-02-15,,,,,,,,in orbit
,2025-032R,,2025-02-15,,,,,,,,in orbit
,2025-029C,,2025-02-11,,,,,,,,in orbit
,2025-029B,,2025-02-11,,,,,,,,in orbit
,2025-029D,,2025-02-11,,,,,,,,in orbit
,2025-029E,,2025-02-11,,,,,,,,in orbit
,2025-029F,,2025-02-11,,,,,,,,in orbit
,2025-029G,,2025-02-11,,,,,,,,in orbit
,2025-029H,,2025-02-11,,,,,,,,in orbit
,2025-029J,,2025-02-11,,,,,,,,in orbit
,2025-029K,,2025-02-11,,,,,,,,in orbit
,2025-029L,,2025-02-11,,,,,,,,in orbit
,2025-029M,,2025-02-11,,,,,,,,in orbit
,2025-029N,,2025-02-11,,,,,,,,in orbit
,2025-029P,,2025-02-11,,,,,,,,in orbit
,2025-029Q,,2025-02-11,,,,,,,,in orbit
,2025-029S,,2025-02-11,,,,,,,,in orbit
,2025-029T,,2025-02-11,,,,,,,,in orbit
,2025-029R,,2025-02-11,,,,,,,,in orbit
,2025-031A,,2025-02-11,,,,,,,,in orbit
,2025-031B,,2025-02-11,,,,,,,,in orbit
,2025-031C,,2025-02-11,,,,,,,,in orbit
,2025-031D,,2025-02-11,,,,,,,,in orbit
,2025-029U,,2025-02-11,,,,,,,,in orbit
,2025-029V,,2025-02-11,,,,,,,,in orbit
,2025-029W,,2025-02-11,,,,,,,,in orbit
,2025-029X,,2025-02-11,,,,,,,,in orbit
,2025-029Y,,2025-02-11,,,,,,,,in orbit
,2025-031E,,2025-02-11,,,,,,,,in orbit
,2025-031G,,2025-02-11,,,,,,,,in orbit
,2025-031F,,2025-02-11,,,,,,,,in orbit
,2025-031J,,2025-02-11,,,,,,,,in orbit
,2025-031H,,2025-02-11,,,,,,,,in orbit
,2025-031K,,2025-02-11,,,,,,,,in orbit
,2025-031L,,2025-02-11,,,,,,,,in orbit
,2025-031M,,2025-02-11,,,,,,,,in orbit
,2025-031N,,2025-02-11,,,,,,,,in orbit
,2025-031T,,2025-02-11,,,,,,,,in orbit
,2025-031R,,2025-02-11,,,,,,,,in orbit
,2025-031P,,2025-02-11,,,,,,,,in orbit
,2025-031V,,2025-02-11,,,,,,,,in orbit
,2025-031Q,,2025-02-11,,,,,,,,in orbit
,2025-031S,,2025-02-11,,,,,,,,in orbit
,2025-031U,,2025-02-11,,,,,,,,in orbit
,2025-031W,,2025-02-11,,,,,,,,in orbit
,2025-029A,,2025-02-11,,,,,,,,in orbit
,2025-027A,,2025-02-08,,,,,,,,in orbit
,2025-027B,,2025-02-08,,,,,,,,in orbit
,2025-027C,,2025-02-08,,,,,,,,in orbit
,2025-027D,,2025-02-08,,,,,,,,in orbit
,2025-027F,,2025-02-08,,,,,,,,in orbit
,2025-027E,,2025-02-08,,,,,,,,in orbit
,2025-027G,,2025-02-08,,,,,,,,in orbit
,2025-027H,,2025-02-08,,,,,,,,in orbit
,2025-027J,,2025-02-08,,,,,,,,in orbit
,2025-027N,,2025-02-08,,,,,,,,in orbit
,2025-027K,,2025-02-08,,,,,,,,in orbit
,2025-027M,,2025-02-08,,,,,,,,in orbit
,2025-027W,,2025-02-08,,,,,,,,in orbit
,2025-027P,,2025-02-08,,,,,,,,in orbit
,2025-027Q,,2025-02-08,,,,,,,,in orbit
,2025-027S,,2025-02-08,,,,,,,,in orbit
,2025-027T,,2025-02-08,,,,,,,,in orbit
,2025-027U,,2025-02-08,,,,,,,,in orbit
,2025-027V,,2025-02-08,,,,,,,,in orbit
,2025-027L,,2025-02-08,,,,,,,,in orbit
,2025-027R,,2025-02-08,,,,,,,,in orbit
Cosmos-2581,2025-026A,3794-2025-001,2025-02-05,,,,,,,,in orbit
Cosmos-2582,2025-026B,3795-2025-001,2025-02-05,,,,,,,,in orbit
Cosmos-2583,2025-026C,3796-2025-001,2025-02-05,,,,,,,,in orbit
,2025-024A,,2025-02-04,,,,,,,,in orbit
,2025-024L,,2025-02-04,,,,,,,,in orbit
,2025-024M,,2025-02-04,,,,,,,,in orbit
,2025-024W,,2025-02-04,,,,,,,,in orbit
,2025-024N,,2025-02-04,,,,,,,,in orbit
,2025-024P,,2025-02-04,,,,,,,,in orbit
,2025-024S,,2025-02-04,,,,,,,,in orbit
,2025-024T,,2025-02-04,,,,,,,,in orbit
,2025-024U,,2025-02-04,,,,,,,,in orbit
,2025-024V,,2025-02-04,,,,,,,,in orbit
,2025-024Q,,2025-02-04,,,,,,,,in orbit
,2025-024R,,2025-02-04,,,,,,,,in orbit
,2025-024H,,2025-02-04,,,,,,,,in orbit
,2025-024B,,2025-02-04,,,,,,,,in orbit
,2025-024C,,2025-02-04,,,,,,,,in orbit
,2025-024D,,2025-02-04,,,,,,,,in orbit
,2025-024E,,2025-02-04,,,,,,,,in orbit
,2025-024F,,2025-02-04,,,,,,,,in orbit
,2025-024G,,2025-02-04,,,,,,,,in orbit
,2025-024J,,2025-02-04,,,,,,,,in orbit
,2025-024K,,2025-02-04,,,,,,,,in orbit
,2025-025A,,2025-02-04,,,,,,,,in orbit
,2025-025B,,2025-02-04,,,,,,,,in orbit
,2025-023A,,2025-02-02,,,,,,,,in orbit
,2025-022F,,2025-02-01,,,,,,,,in orbit
,2025-022G,,2025-02-01,,,,,,,,in orbit
,2025-022H,,2025-02-01,,,,,,,,in orbit
,2025-022J,,2025-02-01,,,,,,,,in orbit
,2025-022L,,2025-02-01,,,,,,,,in orbit
,2025-022K,,2025-02-01,,,,,,,,in orbit
,2025-022M,,2025-02-01,,,,,,,,in orbit
,2025-022N,,2025-02-01,,,,,,,,in orbit
,2025-022P,,2025-02-01,,,,,,,,in orbit
,2025-022B,,2025-02-01,,,,,,,,in orbit
,2025-022A,,2025-02-01,,,,,,,,in orbit
,2025-022C,,2025-02-01,,,,,,,,in orbit
,2025-022D,,2025-02-01,,,,,,,,in orbit
,2025-022E,,2025-02-01,,,,,,,,in orbit
,2025-022W,,2025-02-01,,,,,,,,in orbit
,2025-022Q,,2025-02-01,,,,,,,,in orbit
,2025-022S,,2025-02-01,,,,,,,,in orbit
,2025-022T,,2025-02-01,,,,,,,,in orbit
,2025-022U,,2025-02-01,,,,,,,,in orbit
,2025-022V,,2025-02-01,,,,,,,,in orbit
,2025-022R,,2025-02-01,,,,,,,,in orbit
,2025-022X,,2025-02-01,,,,,,,,in orbit
,2025-021A,,2025-01-30,,,,,,,,in GSO
,2025-020A,,2025-01-29,,,,,,,,in orbit
,2025-019A,,2025-01-27,,,,,,,,in orbit
,2025-019P,,2025-01-27,,,,,,,,in orbit
,2025-019Q,,2025-01-27,,,,,,,,in orbit
,2025-019R,,2025-01-27,,,,,,,,in orbit
,2025-019U,,2025-01-27,,,,,,,,in orbit
,2025-019L,,2025-01-27,,,,,,,,in orbit
,2025-019M,,2025-01-27,,,,,,,,in orbit
,2025-019N,,2025-01-27,,,,,,,,in orbit
,2025-019S,,2025-01-27,,,,,,,,in orbit
,2025-019T,,2025-01-27,,,,,,,,in orbit
,2025-019V,,2025-01-27,,,,,,,,in orbit
,2025-019W,,2025-01-27,,,,,,,,in orbit
,2025-019B,,2025-01-27,,,,,,,,in orbit
,2025-019C,,2025-01-27,,,,,,,,in orbit
,2025-019D,,2025-01-27,,,,,,,,in orbit
,2025-019E,,2025-01-27,,,,,,,,in orbit
,2025-019F,,2025-01-27,,,,,,,,in orbit
,2025-019G,,2025-01-27,,,,,,,,in orbit
,2025-019H,,2025-01-27,,,,,,,,in orbit
,2025-019J,,2025-01-27,,,,,,,,in orbit
,2025-019K,,2025-01-27,,,,,,,,in orbit
,2025-018W,,2025-01-24,,,,,,,,in orbit
,2025-018Y,,2025-01-24,,,,,,,,in orbit
,2025-018R,,2025-01-24,,,,,,,,in orbit
,2025-018V,,2025-01-24,,,,,,,,in orbit
,2025-018T,,2025-01-24,,,,,,,,in orbit
,2025-018X,,2025-01-24,,,,,,,,in orbit
,2025-018S,,2025-01-24,,,,,,,,in orbit
,2025-018U,,2025-01-24,,,,,,,,in orbit
,2025-018N,,2025-01-24,,,,,,,,in orbit
,2025-018J,,2025-01-24,,,,,,,,in orbit
,2025-018K,,2025-01-24,,,,,,,,in orbit
,2025-018M,,2025-01-24,,,,,,,,in orbit
,2025-018P,,2025-01-24,,,,,,,,in orbit
,2025-018Q,,2025-01-24,,,,,,,,in orbit
,2025-018L,,2025-01-24,,,,,,,,in orbit
,2025-018D,,2025-01-24,,,,,,,,in orbit
,2025-018B,,2025-01-24,,,,,,,,in orbit
,2025-018A,,2025-01-24,,,,,,,,in orbit
,2025-018C,,2025-01-24,,,,,,,,in orbit
,2025-018E,,2025-01-24,,,,,,,,in orbit
,2025-018F,,2025-01-24,,,,,,,,in orbit
,2025-018G,,2025-01-24,,,,,,,,in orbit
,2025-018H,,2025-01-24,,,,,,,,in orbit
,2025-016F,,2025-01-23,,,,,,,,in orbit
,2025-016P,,2025-01-23,,,,,,,,in orbit
,2025-016Q,,2025-01-23,,,,,,,,in orbit
,2025-016S,,2025-01-23,,,,,,,,in orbit
,2025-016T,,2025-01-23,,,,,,,,in orbit
,2025-016R,,2025-01-23,,,,,,,,in orbit
,2025-017A,,2025-01-23,,,,,,,,in orbit
,2025-016E,,2025-01-23,,,,,,,,in orbit
,2025-016G,,2025-01-23,,,,,,,,in orbit
,2025-016H,,2025-01-23,,,,,,,,in orbit
,2025-016J,,2025-01-23,,,,,,,,in orbit
,2025-016K,,2025-01-23,,,,,,,,in orbit
,2025-016L,,2025-01-23,,,,,,,,in orbit
,2025-016M,,2025-01-23,,,,,,,,in orbit
,2025-016N,,2025-01-23,,,,,,,,in orbit
,2025-016A,,2025-01-23,,,,,,,,in orbit
,2025-016B,,2025-01-23,,,,,,,,in orbit
,2025-016C,,2025-01-23,,,,,,,,in orbit
,2025-016D,,2025-01-23,,,,,,,,in orbit
PT-SAT-03-2025,2025-009*,PROMETHEUS-1,2025-01-22,,,,,,,,in orbit
,2025-015AC,,2025-01-21,,,,,,,,in orbit
,2025-015P,,2025-01-21,,,,,,,,in orbit
,2025-015Q,,2025-01-21,,,,,,,,in orbit
,2025-015S,,2025-01-21,,,,,,,,in orbit
,2025-015Z,,2025-01-21,,,,,,,,in orbit
,2025-015X,,2025-01-21,,,,,,,,in orbit
,2025-015Y,,2025-01-21,,,,,,,,in orbit
,2025-015W,,2025-01-21,,,,,,,,in orbit
,2025-015V,,2025-01-21,,,,,,,,in orbit
,2025-015U,,2025-01-21,,,,,,,,in orbit
,2025-015T,,2025-01-21,,,,,,,,in orbit
,2025-015R,,2025-01-21,,,,,,,,in orbit
,2025-014L,,2025-01-21,,,,,,,,in orbit
,2025-014M,,2025-01-21,,,,,,,,in orbit
,2025-014N,,2025-01-21,,,,,,,,in orbit
,2025-014Q,,2025-01-21,,,,,,,,in orbit
,2025-014P,,2025-01-21,,,,,,,,in orbit
,2025-014S,,2025-01-21,,,,,,,,in orbit
,2025-014T,,2025-01-21,,,,,,,,in orbit
,2025-014U,,2025-01-21,,,,,,,,in orbit
,2025-014R,,2025-01-21,,,,,,,,in orbit
,2025-015E,,2025-01-21,,,,,,,,in orbit
,2025-015M,,2025-01-21,,,,,,,,in orbit
,2025-015E,,2025-01-21,,,,,,,,in orbit
,2025-015G,,2025-01-21,,,,,,,,in orbit
,2025-015H,,2025-01-21,,,,,,,,in orbit
,2025-015J,,2025-01-21,,,,,,,,in orbit
,2025-015K,,2025-01-21,,,,,,,,in orbit
,2025-015L,,2025-01-21,,,,,,,,in orbit
,2025-015N,,2025-01-21,,,,,,,,in orbit
,2025-014A,,2025-01-21,,,,,,,,in orbit
,2025-014G,,2025-01-21,,,,,,,,in orbit
,2025-014H,,2025-01-21,,,,,,,,in orbit
,2025-014C,,2025-01-21,,,,,,,,in orbit
,2025-014E,,2025-01-21,,,,,,,,in orbit
,2025-014K,,2025-01-21,,,,,,,,in orbit
,2025-014F,,2025-01-21,,,,,,,,in orbit
,2025-014J,,2025-01-21,,,,,,,,in orbit
,2025-014B,,2025-01-21,,,,,,,,in orbit
,2025-014D,,2025-01-21,,,,,,,,in orbit
,2025-014V,,2025-01-21,,,,,,,,in orbit
,2025-014W,,2025-01-21,,,,,,,,in orbit
,2025-015A,,2025-01-21,,,,,,,,in orbit
,2025-015B,,2025-01-21,,,,,,,,in orbit
,2025-015C,,2025-01-21,,,,,,,,in orbit
,2025-015D,,2025-01-21,,,,,,,,in orbit
,2025-014X,,2025-01-21,,,,,,,,in orbit
,2025-014Y,,2025-01-21,,,,,,,,in orbit
,2025-015AA,,2025-01-21,,,,,,,,in orbit
,2025-015AB,,2025-01-21,,,,,,,,in orbit
PRSC-EO1,2025-012B,,2025-01-17,,,,,,,,in orbit
,2025-011A,,2025-01-16,,,,,,,,in orbit
,2025-010A,,2025-01-15,,,,,,,,in orbit
,2025-010B,,2025-01-15,,,,,,,,in orbit
,2024-233C,,2025-01-14,,,,,,,,in orbit
,2025-009CW,,2025-01-14,,,,,,,,in orbit
,2025-009CZ,,2025-01-14,,,,,,,,in orbit
,2025-009DG,,2025-01-14,,,,,,,,in orbit
,2025-009DB,,2025-01-14,,,,,,,,in orbit
,2025-009DD,,2025-01-14,,,,,,,,in orbit
,2025-009DA,,2025-01-14,,,,,,,,in orbit
,2025-009CV,,2025-01-14,,,,,,,,in orbit
Elevation-1,2025-009BW,,2025-01-14,,,,,,,,in orbit
,2025-009L,,2025-01-14,,,,,,,,in orbit
,2025-009H,,2025-01-14,,,,,,,,in orbit
,2025-009J,,2025-01-14,,,,,,,,in orbit
,2025-009D,,2025-01-14,,,,,,,,in orbit
,2025-009C,,2025-01-14,,,,,,,,in orbit
,2025-009S,,2025-01-14,,,,,,,,in orbit
,2025-009W,,2025-01-14,,,,,,,,in orbit
,2025-009R,,2025-01-14,,,,,,,,in orbit
,2025-009V,,2025-01-14,,,,,,,,in orbit
,2025-009U,,2025-01-14,,,,,,,,in orbit
,2025-009M,,2025-01-14,,,,,,,,in orbit
,2025-009AJ,,2025-01-14,,,,,,,,in orbit
,2025-009AK,,2025-01-14,,,,,,,,in orbit
,2025-009AL,,2025-01-14,,,,,,,,in orbit
,2025-009AN,,2025-01-14,,,,,,,,in orbit
,2025-009AP,,2025-01-14,,,,,,,,in orbit
,2025-009AQ,,2025-01-14,,,,,,,,in orbit
,2025-009AT,,2025-01-14,,,,,,,,in orbit
,2025-009AG,,2025-01-14,,,,,,,,in orbit
,2025-009AR,,2025-01-14,,,,,,,,in orbit
,2025-009BB,,2025-01-14,,,,,,,,in orbit
,2025-009AU,,2025-01-14,,,,,,,,in orbit
,2025-009AV,,2025-01-14,,,,,,,,in orbit
,2025-009BC,,2025-01-14,,,,,,,,in orbit
,2025-009AA,,2025-01-14,,,,,,,,in orbit
,2025-009AB,,2025-01-14,,,,,,,,in orbit
,2025-009AD,,2025-01-14,,,,,,,,in orbit
,2025-009AE,,2025-01-14,,,,,,,,in orbit
,2025-009AF,,2025-01-14,,,,,,,,in orbit
,2025-009W,,2025-01-14,,,,,,,,in orbit
,2025-009Y,,2025-01-14,,,,,,,,in orbit
,2025-009AC,,2025-01-14,,,,,,,,in orbit
,2025-009Z,,2025-01-14,,,,,,,,in orbit
,2025-009BF,,2025-01-14,,,,,,,,recovered
,2025-009AW,,2025-01-14,,,,,,,,in orbit
,2025-009DH,,2025-01-14,,,,,,,,in orbit
,2025-009DK,,2025-01-14,,,,,,,,in orbit
,2025-009DF,,2025-01-14,,,,,,,,in orbit
,2025-009DJ,,2025-01-14,,,,,,,,in orbit
Foresight 1R,2025-009CT,,2025-01-14,,,,,,,,in orbit
Foresight 1R,2025-009DC,,2025-01-14,,,,,,,,in orbit
MBZ-Sat,2025-009T,,2025-01-14,,,,,,,,in orbit
,2025-009CD,,2025-01-14,,,,,,,,in orbit
,2025-009CB,,2025-01-14,,,,,,,,in orbit
,2025-009CU,,2025-01-14,,,,,,,,in orbit
,2025-009CR,,2025-01-14,,,,,,,,in orbit
,2025-009BV,,2025-01-14,,,,,,,,in orbit
,2025-009CF,,2025-01-14,,,,,,,,in orbit
,2025-009CP,,2025-01-14,,,,,,,,in orbit
,2025-009CS,,2025-01-14,,,,,,,,in orbit
,2025-009CK,,2025-01-14,,,,,,,,in orbit
,2025-009CH,,2025-01-14,,,,,,,,in orbit
,2025-009CM,,2025-01-14,,,,,,,,in orbit
,2025-009CG,,2025-01-14,,,,,,,,in orbit
,2025-009BD,,2025-01-14,,,,,,,,in orbit
,2025-009BE,,2025-01-14,,,,,,,,in orbit
,2025-009BG,,2025-01-14,,,,,,,,in orbit
,2025-009BK,,2025-01-14,,,,,,,,in orbit
,2025-009BQ,,2025-01-14,,,,,,,,in orbit
,2025-009BH,,2025-01-14,,,,,,,,in orbit
,2025-009BJ,,2025-01-14,,,,,,,,in orbit
,2025-009BN,,2025-01-14,,,,,,,,in orbit
,2025-009BM,,2025-01-14,,,,,,,,in orbit
,2025-009BS,,2025-01-14,,,,,,,,in orbit
,2025-009BL,,2025-01-14,,,,,,,,in orbit
,2025-009BP,,2025-01-14,,,,,,,,in orbit
,2025-009BU,,2025-01-14,,,,,,,,in orbit
,2025-009BX,,2025-01-14,,,,,,,,in orbit
,2025-009BY,,2025-01-14,,,,,,,,in orbit
,2025-009BZ,,2025-01-14,,,,,,,,in orbit
,2025-009CA,,2025-01-14,,,,,,,,in orbit
,2025-009CC,,2025-01-14,,,,,,,,in orbit
,2025-009CE,,2025-01-14,,,,,,,,in orbit
Flock 4G 13,2025-009N,,2025-01-14,,,,,,,,in orbit
Flock 4G 8,2025-009E,,2025-01-14,,,,,,,,in orbit
Flock 4G 9,2025-009P,,2025-01-14,,,,,,,,in orbit
Otter,2025-009Q,,2025-01-14,,,,,,,,in orbit
EDISON-1,2025-009B,2025-DK-01,2025-01-14,,,,,,,,in orbit
Connecta IOT-8,2025-009CQ,62695,2025-01-14,,,,,,,,in orbit
Connecta IOT-5,2025-009CY,62703,2025-01-14,,,,,,,,in orbit
Connecta IOT-6,2025-009DE,62709,2025-01-14,,,,,,,,in orbit
Connecta IOT-7,2025-009DL,62715,2025-01-14,,,,,,,,in orbit
ANSER-L-S,2025-009AM,ANSER-L-S,2025-01-14,,,,,,,,in orbit
Starlink-11513,2025-008C,,2025-01-13,,,,,,,,in orbit
Starlink-11547,2025-008A,,2025-01-13,,,,,,,,in orbit
Starlink-11413,2025-008G,,2025-01-13,,,,,,,,in orbit
Starlink-11535,2025-008J,,2025-01-13,,,,,,,,in orbit
Starlink-11420,2025-008E,,2025-01-13,,,,,,,,in orbit
Starlink-11415,2025-008F,,2025-01-13,,,,,,,,in orbit
Starlink-11185,2025-008B,,2025-01-13,,,,,,,,in orbit
Starlink-11397,2025-008D,,2025-01-13,,,,,,,,in orbit
Starlink-11416,2025-008H,,2025-01-13,,,,,,,,in orbit
Starlink-11529,2025-008N,,2025-01-13,,,,,,,,in orbit
Starlink-11521,2025-008L,,2025-01-13,,,,,,,,in orbit
Starlink-32767,2025-008Q,,2025-01-13,,,,,,,,in orbit
Starlink-32778,2025-008S,,2025-01-13,,,,,,,,in orbit
Starlink-11532,2025-008K,,2025-01-13,,,,,,,,in orbit
Starlink-11258,2025-008M,,2025-01-13,,,,,,,,in orbit
Starlink-32747,2025-008P,,2025-01-13,,,,,,,,in orbit
Starlink-32769,2025-008R,,2025-01-13,,,,,,,,in orbit
Starlink-32710,2025-008T,,2025-01-13,,,,,,,,in orbit
Starlink-32742,2025-008U,,2025-01-13,,,,,,,,in orbit
Starlink-32784,2025-008W,,2025-01-13,,,,,,,,in orbit
Starlink-32783,2025-008V,,2025-01-13,,,,,,,,in orbit
USA 465,2025-005C,,2025-01-10,,,,,,,,in orbit
USA 466,2025-005D,,2025-01-10,,,,,,,,in orbit
USA 468,2025-005F,,2025-01-10,,,,,,,,in orbit
USA 469,2025-005G,,2025-01-10,,,,,,,,in orbit
USA 467,2025-005E,,2025-01-10,,,,,,,,in orbit
USA 472,2025-005K,,2025-01-10,,,,,,,,in orbit
USA 480,2025-005T,,2025-01-10,,,,,,,,in orbit
USA 481,2025-005U,,2025-01-10,,,,,,,,in orbit
USA 482,2025-005V,,2025-01-10,,,,,,,,in orbit
USA 483,2025-005W,,2025-01-10,,,,,,,,in orbit
USA 484,2025-005X,,2025-01-10,,,,,,,,in orbit
Starlink-11538,2025-006A,,2025-01-10,,,,,,,,in orbit
Starlink-11515,2025-006C,,2025-01-10,,,,,,,,in orbit
Starlink-11534,2025-006B,,2025-01-10,,,,,,,,in orbit
Starlink-11478,2025-006D,,2025-01-10,,,,,,,,in orbit
USA 476,2025-005P,,2025-01-10,,,,,,,,in orbit
USA 463,2025-005A,,2025-01-10,,,,,,,,in orbit
USA 464,2025-005B,,2025-01-10,,,,,,,,in orbit
USA 471,2025-005J,,2025-01-10,,,,,,,,in orbit
USA 473,2025-005L,,2025-01-10,,,,,,,,in orbit
USA 474,2025-005M,,2025-01-10,,,,,,,,in orbit
USA 475,2025-005N,,2025-01-10,,,,,,,,in orbit
USA 477,2025-005Q,,2025-01-10,,,,,,,,in orbit
USA 479,2025-005S,,2025-01-10,,,,,,,,in orbit
USA 478,2025-005R,,2025-01-10,,,,,,,,in orbit
Starlink-32752,2025-006P,,2025-01-10,,,,,,,,in orbit
Starlink-32760,2025-006Q,,2025-01-10,,,,,,,,in orbit
Starlink-32773,2025-006T,,2025-01-10,,,,,,,,in orbit
Starlink-32750,2025-006U,,2025-01-10,,,,,,,,in orbit
Starlink-32766,2025-006W,,2025-01-10,,,,,,,,in orbit
Starlink-32715,2025-006R,,2025-01-10,,,,,,,,in orbit
Starlink-32764,2025-006S,,2025-01-10,,,,,,,,in orbit
Starlink-32771,2025-006V,,2025-01-10,,,,,,,,in orbit
USA 470,2025-005H,,2025-01-10,,,,,,,,in orbit
Starlink-11358,2025-006E,,2025-01-10,,,,,,,,in orbit
Starlink-11530,2025-006J,,2025-01-10,,,,,,,,in orbit
Starlink-11540,2025-006L,,2025-01-10,,,,,,,,in orbit
Starlink-11525,2025-006N,,2025-01-10,,,,,,,,in orbit
Starlink-11517,2025-006F,,2025-01-10,,,,,,,,in orbit
Starlink-11519,2025-006G,,2025-01-10,,,,,,,,in orbit
Starlink-11451,2025-006H,,2025-01-10,,,,,,,,in orbit
Starlink-11523,2025-006M,,2025-01-10,,,,,,,,in orbit
Starlink-11536,2025-006K,,2025-01-10,,,,,,,,in orbit
Starlink-11512,2025-004G,,2025-01-08,,,,,,,,in orbit
Starlink-11450,2025-004H,,2025-01-08,,,,,,,,in orbit
Starlink-11440,2025-004C,,2025-01-08,,,,,,,,in orbit
Starlink-11443,2025-004B,,2025-01-08,,,,,,,,in orbit
Starlink-11510,2025-004F,,2025-01-08,,,,,,,,in orbit
Starlink-11452,2025-004A,,2025-01-08,,,,,,,,in orbit
Starlink-11508,2025-004E,,2025-01-08,,,,,,,,in orbit
Starlink-11528,2025-004L,,2025-01-08,,,,,,,,in orbit
Starlink-11514,2025-004D,,2025-01-08,,,,,,,,in orbit
Starlink-11507,2025-004J,,2025-01-08,,,,,,,,in orbit
Starlink-32754,2025-004S,,2025-01-08,,,,,,,,in orbit
Starlink-11516,2025-004M,,2025-01-08,,,,,,,,in orbit
Starlink-32748,2025-004P,,2025-01-08,,,,,,,,in orbit
Starlink-32786,2025-004T,,2025-01-08,,,,,,,,in orbit
Starlink-32785,2025-004W,,2025-01-08,,,,,,,,in orbit
Starlink-32777,2025-004Q,,2025-01-08,,,,,,,,in orbit
Starlink-32741,2025-004R,,2025-01-08,,,,,,,,in orbit
Starlink-32789,2025-004U,,2025-01-08,,,,,,,,in orbit
Starlink-32791,2025-004V,,2025-01-08,,,,,,,,in orbit
Starlink-11527,2025-004N,,2025-01-08,,,,,,,,in orbit
Starlink-11482,2025-004K,,2025-01-08,,,,,,,,in orbit
Starlink-32713,2025-003A,,2025-01-06,,,,,,,,in orbit
Starlink-32328,2025-003C,,2025-01-06,,,,,,,,in orbit
Starlink-32717,2025-003E,,2025-01-06,,,,,,,,in orbit
Starlink-32732,2025-003B,,2025-01-06,,,,,,,,in orbit
Starlink-32332,2025-003D,,2025-01-06,,,,,,,,in orbit
Starlink-32694,2025-003H,,2025-01-06,,,,,,,,in orbit
Starlink-32757,2025-003F,,2025-01-06,,,,,,,,in orbit
Starlink-32739,2025-003M,,2025-01-06,,,,,,,,in orbit
Starlink-32731,2025-003G,,2025-01-06,,,,,,,,in orbit
Starlink-32708,2025-003J,,2025-01-06,,,,,,,,in orbit
Starlink-32729,2025-003L,,2025-01-06,,,,,,,,in orbit
Starlink-32714,2025-003N,,2025-01-06,,,,,,,,in orbit
Starlink-32685,2025-003P,,2025-01-06,,,,,,,,in orbit
Starlink-32718,2025-003K,,2025-01-06,,,,,,,,in orbit
Starlink-32691,2025-003Q,,2025-01-06,,,,,,,,in orbit
Starlink-32768,2025-003S,,2025-01-06,,,,,,,,in orbit
Starlink-32792,2025-003T,,2025-01-06,,,,,,,,in orbit
Starlink-32725,2025-003U,,2025-01-06,,,,,,,,in orbit
Starlink-32681,2025-003V,,2025-01-06,,,,,,,,in orbit
Starlink-32679,2025-003W,,2025-01-06,,,,,,,,in orbit
Starlink-32749,2025-003X,,2025-01-06,,,,,,,,in orbit
Starlink-32744,2025-003Y,,2025-01-06,,,,,,,,in orbit
Starlink-32788,2025-003R,,2025-01-06,,,,,,,,in orbit
Starlink-32701,2025-003Z,,2025-01-06,,,,,,,,in orbit
Thuraya 4,2025-001A,,2025-01-04,,,,,,,,in GSO
Starlink-11518,2024-254A,,2024-12-31,,,,,,,,in orbit
Starlink-11506,2024-254E,,2024-12-31,,,,,,,,in orbit
Starlink-11455,2024-254B,,2024-12-31,,,,,,,,in orbit
Starlink-11459,2024-254C,,2024-12-31,,,,,,,,in orbit
Starlink-11178,2024-254D,,2024-12-31,,,,,,,,in orbit
Starlink-11500,2024-254L,,2024-12-31,,,,,,,,in orbit
Starlink-11511,2024-254G,,2024-12-31,,,,,,,,in orbit
Starlink-11505,2024-254H,,2024-12-31,,,,,,,,in orbit
Starlink-11497,2024-254J,,2024-12-31,,,,,,,,in orbit
Starlink-11477,2024-254K,,2024-12-31,,,,,,,,in orbit
Starlink-11464,2024-254M,,2024-12-31,,,,,,,,in orbit
Starlink-11486,2024-254F,,2024-12-31,,,,,,,,in orbit
Starlink-11502,2024-254N,,2024-12-31,,,,,,,,in orbit
Starlink-32657,2024-254P,,2024-12-31,,,,,,,,in orbit
Starlink-32707,2024-254S,,2024-12-31,,,,,,,,in orbit
Starlink-32705,2024-254T,,2024-12-31,,,,,,,,in orbit
Starlink-32734,2024-254Q,,2024-12-31,,,,,,,,in orbit
Starlink-32733,2024-254R,,2024-12-31,,,,,,,,in orbit
Starlink-32743,2024-254U,,2024-12-31,,,,,,,,in orbit
Starlink-32753,2024-254V,,2024-12-31,,,,,,,,in orbit
Starlink-32699,2024-254W,,2024-12-31,,,,,,,,in orbit
,2024-253B,,2024-12-30,,,,,,,,in orbit
,2024-253A,,2024-12-30,,,,,,,,in orbit
,2024-253C,,2024-12-30,,,,,,,,decayed
Starlink-32702,2024-251A,,2024-12-29,,,,,,,,in orbit
